Iteration	Posterior	Likelihood	Prior	r1	r2
184000	-14.583	-20.4029	5.81993	0.008516409	6.049937e-05
184500	-15.4445	-21.2642	5.8197	0.007744699	0.0008437717
185000	-19.0181	-22.9768	3.95878	0.09113831	0.01049612
185500	-18.0114	-22.9278	4.91638	0.04807884	0.005675622
186000	-20.335	-24.3615	4.0265	0.08195843	0.01628989
186500	-17.1694	-22.595	5.42556	0.02611451	0.002180824
187000	-15.4552	-21.3899	5.9347	0.002272034	0.0005659528
187500	-21.4946	-22.9798	1.48524	0.2019534	0.023358
188000	-18.6194	-23.0066	4.38722	0.07150154	0.008710481
188500	-16.8394	-22.3674	5.52791	0.02078756	0.002390289
189000	-19.6191	-22.9959	3.37683	0.116825	0.01390678
189500	-18.0593	-22.9305	4.87122	0.05016645	0.005846013
190000	-19.0008	-24.1844	5.18358	0.03376986	0.006624389
190500	-17.6721	-22.8427	5.1706	0.03659724	0.004446146
191000	-19.0087	-23.4052	4.39652	0.07437575	0.005371626
191500	-18.7643	-23.3467	4.58243	0.06120979	0.009242091
192000	-15.7697	-21.5023	5.73258	0.01264973	0.0002943537
192500	-17.8651	-23.0062	5.14105	0.0393883	0.00313224
193000	-17.6905	-23.5737	5.88327	0.003964295	0.001445448
193500	-18.5986	-24.2778	5.67911	0.01267341	0.002944218
194000	-25.5786	-23.0741	-2.5045	0.3901267	0.03467178
194500	-19.664	-23.0001	3.33616	0.1185638	0.01420136
195000	-20.199	-23.6957	3.49675	0.1066663	0.01806942
195500	-21.2473	-25.4837	4.23642	0.08448104	0.003271304
196000	-17.9534	-22.8989	4.9455	0.04696133	0.005336809
196500	-15.7423	-21.5019	5.75961	0.01044557	0.00114717
197000	-20.2452	-23.0341	2.7889	0.1465776	0.01355065
197500	-15.7318	-21.4634	5.73165	0.01255563	0.0004351325
198000	-19.5012	-24.0832	4.58206	0.05934002	0.01113022
198500	-20.2858	-23.8146	3.5288	0.1047832	0.01835012
199000	-18.5795	-23.6257	5.04624	0.04040819	0.006853193
199500	-24.6331	-23.3215	-1.31156	0.3394635	0.02568747
200000	-19.7852	-23.3051	3.51992	0.1076827	0.0158943
200500	-19.9114	-23.6795	3.76813	0.1044127	0.006754144
201000	-20.2377	-23.3035	3.06584	0.1359004	0.01038101
201500	-18.2723	-22.9729	4.70062	0.05889474	0.00564734
202000	-17.9913	-23.0721	5.08083	0.03999547	0.005536152
202500	-18.2699	-23.9155	5.64566	0.01425915	0.003030916
203000	-17.9149	-23.4495	5.53455	0.02179956	0.001046411
203500	-15.135	-21.0558	5.92075	0.00307627	0.0004594776
204000	-17.9059	-22.8853	4.97937	0.04547189	0.00513301
204500	-18.3175	-23.3006	4.98311	0.04705141	0.003366308
205000	-14.867	-20.6428	5.77582	0.01073473	4.758373e-05
205500	-21.7147	-24.1614	2.44663	0.168011	0.009230682
206000	-19.3407	-22.9639	3.6232	0.1070569	0.01135635
206500	-19.3697	-23.3279	3.95824	0.0884689	0.01319226
207000	-24.6997	-22.9753	-1.7244	0.3461772	0.03961611
207500	-18.5314	-23.1165	4.58515	0.06197504	0.008340869
208000	-21.3705	-23.5035	2.13299	0.1663985	0.0265252
208500	-21.1432	-22.9989	1.8557	0.1847048	0.02208354
209000	-19.3174	-23.8478	4.53033	0.06206816	0.01098833
209500	-18.481	-22.9812	4.50016	0.06667755	0.007887741
210000	-22.7963	-23.5104	0.714073	0.2275155	0.03635406
210500	-18.5745	-23.5013	4.92678	0.0499271	0.003307192
211000	-20.2889	-23.8142	3.52535	0.1049318	0.01837406
211500	-19.3153	-23.223	3.90771	0.09648293	0.007704894
212000	-15.7111	-21.4407	5.72957	0.01212582	0.000968891
212500	-15.048	-20.8687	5.82073	0.0081213	0.0004156178
213000	-20.9924	-26.1097	5.11733	0.03459085	0.009115926
213500	-20.2714	-23.1945	2.92313	0.1418782	0.01153855
214000	-19.2549	-23.1537	3.89876	0.09657322	0.008062191
214500	-18.078	-23.0747	4.99677	0.04601101	0.003723609
215000	-19.0926	-23.3443	4.25174	0.08094981	0.006036643
215500	-15.4844	-21.2326	5.74818	0.01213913	2.514138e-05
216000	-15.9502	-21.7566	5.80641	0.008074168	0.001178621
